Institution,Discipline,Last,First,City,Gender,Region,Macro
PALERMO,ING-IND,VALENZA,Antonino,Palermo,M,Sicilia,Sicilia
PALERMO,GEO,VALENZA,Mariano,Palermo,M,Sicilia,Sicilia
PALERMO,BIO,VALENZA,Vincenzo,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",M-FIL,VALENZA,Pierluigi,Roma,M,Lazio,Centro
TORINO,VET,VALENZA,Federico,Torino,M,Piemonte,Nord
PADOVA,L-ART,VALENZANO,Giovanna,Padova,F,Veneto,Nord
Seconda Univ. NAPOLI,IUS,VALENZANO,Mario,Napoli,M,Campania,Sud
TORINO,MAT,VALENZANO,Mario,Torino,M,Piemonte,Nord
GENOVA,MED,VALENZANOMENADA,Mario,Genova,M,Liguria,Nord
"NAPOLI \Federico II\\\\\""""",M-STO,VALENZI,Lucia,Napoli,F,Campania,Sud
MESSINA,MED,VALENZISE,Mariella,Messina,F,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",MED,VALEO,Massimo,Roma,M,Lazio,Centro
CAGLIARI,GEO,VALERA,Paolo,Cagliari,M,Sardegna,Sardegna
TRIESTE,M-STO,VALERA,Gabriella,Trieste,F,Friuli-Venezia-Giulia,Nord
MODENA e REGGIO EMILIA,FIS,VALERI,Sergio,Modena,M,Emilia-Romagna,Nord
Parthenope di NAPOLI,SECS-P,VALERI,Massimo,Napoli,M,Campania,Sud
"ROMA \La Sapienza\\\\\""""",GEO,VALERI,Publio,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",L-ART,VALERI,Stefano,Roma,M,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",MED,VALERI,Maurizio,Roma,M,Lazio,Centro
MODENA e REGGIO EMILIA,SECS-P,VALERIANI,Elisa,Modena,F,Emilia-Romagna,Nord
PAVIA,ICAR,VALERIANI,Enrico,Pavia,M,Lombardia,Nord
"ROMA \Tor Vergata\\\\\""""",L-ART,VALERIANI,Alessandro,Roma,M,Lazio,Centro
BRESCIA,BIO,VALERIO,Alessandra,Brescia,F,Lombardia,Nord
FOGGIA,L-FIL-LET,VALERIO,Sebastiano,Foggia,M,Puglia,Sud
"NAPOLI \Federico II\\\\\""""",M-STO,VALERIO,Adriana,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",M-PSI,VALERIO,Paolo,Napoli,M,Campania,Sud
PADOVA,BIO,VALERIO,Anna Candida,Padova,F,Veneto,Nord
PALERMO,MED,VALERIO,Maria Rosaria,Palermo,F,Sicilia,Sicilia
Parthenope di NAPOLI,MED,VALERIO,Giuliana,Napoli,F,Campania,Sud
Universit’¾ IUAV di VENEZIA,ICAR,VALERIO,Vladimiro,Venezia,M,Veneto,Nord
PARMA,L-LIN,VALEROGISBERT,Maria Joaquina,Parma,F,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",MED,VALESINI,Guido,Roma,M,Lazio,Centro
GENOVA,BIO,VALETTI,Caterina,Genova,F,Liguria,Nord
TORINO,BIO,VALETTI,Francesca,Torino,F,Piemonte,Nord
BOLOGNA,CHIM,VALGIMIGLI,Luca,Bologna,M,Emilia-Romagna,Nord
FERRARA,ICAR,VALIANI,Alessandro,Ferrara,M,Emilia-Romagna,Nord
"LUISS \Guido Carli\\ - ROMA\\\""""",SECS-P,VALIANI,Rolando,Roma,M,Lazio,Centro
"NAPOLI \Federico II\\\\\""""",BIO,VALIANTE,Salvatore,Napoli,M,Campania,Sud
PERUGIA,GEO,VALIGI,Daniela,Perugia,F,Umbria,Centro
PERUGIA,ING-IND,VALIGI,Maria Cristina,Perugia,F,Umbria,Centro
PERUGIA,ING-INF,VALIGI,Paolo,Perugia,M,Umbria,Centro
GENOVA,MAT,VALLA,Giuseppe,Genova,M,Liguria,Nord
Politecnico di TORINO,ING-INF,VALLAN,Alberto,Torino,M,Piemonte,Nord
"LUISS \Guido Carli\\ - ROMA\\\""""",SECS-P,VALLANTI,Giovanna,Roma,F,Lazio,Centro
MILANO,BIO,VALLAR,Lucia,Milano,F,Lombardia,Nord
MILANO-BICOCCA,M-PSI,VALLAR,Giuseppe,Milano,M,Lombardia,Nord
GENOVA,BIO,VALLARINO,Mauro,Genova,M,Liguria,Nord
Cattolica del Sacro Cuore,L-LIN,VALLARO,Cristina,Milano,F,Lombardia,Nord
UKE - Universit’¾ Kore di ENNA,L-OR,VALLARO,Michele,Enna,M,Sicilia,Sicilia
CAGLIARI,SECS-P,VALLASCAS,Francesco,Cagliari,M,Sardegna,Sardegna
CAGLIARI,ING-IND,VALLASCAS,Rinaldo,Cagliari,M,Sardegna,Sardegna
"ROMA \La Sapienza\\\\\""""",ING-IND,VALLATI,Andrea,Roma,M,Lazio,Centro
FIRENZE,IUS,VALLAURI,Maria Luisa,Firenze,F,Toscana,Centro
CATANIA,M-EDF,VALLE,Maria Stella Carmela,Catania,F,Sicilia,Sicilia
Cattolica del Sacro Cuore,M-PSI,VALLE,Annalisa,Milano,F,Lombardia,Nord
GENOVA,ING-INF,VALLE,Maurizio,Genova,M,Liguria,Nord
Libera Universit’¾ di BOLZANO,IUS,VALLE,Laura,Bolzano,F,Trentino-Alto-Adige,Nord
MILANO,INF,VALLE,Giorgio,Milano,M,Lombardia,Nord
PADOVA,BIO,VALLE,Giorgio,Padova,M,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",M-STO,VALLE,Roberto,Roma,M,Lazio,Centro
TORINO,L-ART,VALLE,Andrea,Torino,M,Piemonte,Nord
"ROMA \Tor Vergata\\\\\""""",IUS,VALLEBONA,Antonio,Roma,M,Lazio,Centro
Ca Foscari VENEZIA,M-GGR,VALLERANI,Francesco,Venezia,M,Veneto,Nord
TORINO,M-STO,VALLERANI,Massimo Valerio,Torino,M,Piemonte,Nord
BARI,SECS-P,VALLERI,Marisa Argene,Bari,F,Puglia,Sud
FIRENZE,GEO,VALLERI,Gigliola,Firenze,F,Toscana,Centro
FIRENZE,ICAR,VALLERINI,Lorenzo,Firenze,M,Toscana,Centro
CAMERINO,BIO,VALLESI,Adriana,Camerino,F,Marche,Centro
"NAPOLI \Federico II\\\\\""""",SECS-P,VALLETRISCO,Maria,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",MED,VALLETTA,Alessandra,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",MED,VALLETTA,Rosa,Napoli,F,Campania,Sud
PIEMONTE ORIENTALE,SECS-P,VALLETTA,Mario,Vercelli,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",BIO,VALLETTA,Alessio,Roma,M,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",SECS-P,VALLETTI,Tommaso,Roma,M,Lazio,Centro
INSUBRIA,MED,VALLI,Roberto,Varese,M,Lombardia,Nord
PAVIA,BIO,VALLI,Maurizia,Pavia,F,Lombardia,Nord
"ROMA \Tor Vergata\\\\\""""",MED,VALLI,Edoardo,Roma,M,Lazio,Centro
SALENTO,CHIM,VALLI,Ludovico,Lecce,M,Puglia,Sud
TORINO,SECS-P,VALLI,Vittorio,Torino,M,Piemonte,Nord
TRENTO,MAT,VALLI,Alberto,Trento,M,Trentino-Alto-Adige,Nord
TRIESTE,BIO,VALLI,Giorgio,Trieste,M,Friuli-Venezia-Giulia,Nord
"URBINO \Carlo BO\\\\\""""",SPS,VALLI,Bernardo,Urbino,M,Marche,Centro
CHIETI-PESCARA,ICAR,VALLICELLI,Andrea,Chieti,M,Abruzzo,Sud
FIRENZE,IUS,VALLINI,Antonio,Firenze,M,Toscana,Centro
FIRENZE,SECS-P,VALLINI,Carlo,Firenze,M,Toscana,Centro
L Orientale di NAPOLI,L-LIN,VALLINI,Cristina,Napoli,F,Campania,Sud
Politecnico di TORINO,ICAR,VALLINI,Paolo,Torino,M,Piemonte,Nord
VERONA,AGR,VALLINI,Giovanni,Verona,M,Veneto,Nord
Politecnico di TORINO,CHIM,VALLINO,Mario,Torino,M,Piemonte,Nord
TUSCIA,M-GGR,VALLINO,Fabienne Orazie,Viterbo,F,Lazio,Centro
BOLOGNA,BIO,VALLISNERI,Maria,Bologna,F,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",IUS,VALLOCCHIA,Franco,Roma,M,Lazio,Centro
MILANO,VET,VALLONE,Lisa,Milano,F,Lombardia,Nord
MILANO-BICOCCA,SECS-P,VALLONE,Cinzia,Milano,F,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",MED,VALLONE,Gianfranco,Napoli,M,Campania,Sud
PALERMO,AGR,VALLONE,Mariangela,Palermo,F,Sicilia,Sicilia
PERUGIA,L-LIN,VALLONE,Mirella,Perugia,F,Umbria,Centro
"ROMA \La Sapienza\\\\\""""",BIO,VALLONE,Beatrice,Roma,F,Lazio,Centro
SALENTO,SPS,VALLONE,Giancarlo,Lecce,M,Puglia,Sud
PARMA,GEO,VALLONI,Renzo,Parma,M,Emilia-Romagna,Nord
MILANO,L-LIN,VALLORANI,Nicoletta,Milano,F,Lombardia,Nord
"URBINO \Carlo BO\\\\\""""",BIO,VALLORANI,Luciana,Urbino,F,Marche,Centro
TRENTO,M-PSI,VALLORTIGARA,Giorgio,Trento,M,Trentino-Alto-Adige,Nord
TUSCIA,L-FIL-LET,VALLOZZA,Maddalena,Viterbo,F,Lazio,Centro
PADOVA,ICAR,VALLUZZI,Maria Rosa,Padova,F,Veneto,Nord
PERUGIA,IUS,VALONGO,Alessia,Perugia,F,Umbria,Centro
"ROMA \La Sapienza\\\\\""""",ICAR,VALORANI,Carlo,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",ING-IND,VALORANI,Mauro,Roma,M,Lazio,Centro
MILANO,M-FIL,VALORE,Paolo,Milano,M,Lombardia,Nord
PALERMO,ICAR,VALORE,Calogero,Palermo,M,Sicilia,Sicilia
FIRENZE,SECS-S,VALORI,Vincenzo,Firenze,M,Toscana,Centro
PERUGIA,M-FIL,VALORI,Furia,Perugia,F,Umbria,Centro
PERUGIA,AGR,VALOROSI,Fosco,Perugia,M,Umbria,Centro
Parthenope di NAPOLI,ICAR,VALOROSO,Nunziante,Napoli,M,Campania,Sud
MILANO,CHIM,VALOTI,Ermanno,Milano,M,Lombardia,Nord
SIENA,BIO,VALOTI,Massimo,Siena,M,Toscana,Centro
Bocconi MILANO,SECS-P,VALOTTI,Giovanni,Milano,M,Lombardia,Nord
Politecnico di TORINO,ICAR,VALPREDA,Fabrizio,Torino,M,Piemonte,Nord
TORINO,M-FIL,VALSANIA,Maurizio,Torino,M,Piemonte,Nord
MILANO-BICOCCA,SECS-P,VALSECCHI,Irene Armida,Milano,F,Lombardia,Nord
MILANO-BICOCCA,MED,VALSECCHI,Maria Grazia,Milano,F,Lombardia,Nord
PADOVA,IUS,VALSECCHI,Chiara Maria,Padova,F,Veneto,Nord
PARMA,BIO,VALSECCHI,Paola Maria,Parma,F,Emilia-Romagna,Nord
PAVIA,SPS,VALSECCHI,Pierluigi,Pavia,M,Lombardia,Nord
FIRENZE,CHIM,VALTANCOLI,Barbara,Firenze,F,Toscana,Centro
FIRENZE,FIS,VALTANCOLI,Paolo,Firenze,M,Toscana,Centro
Mediterranea di REGGIO CALABRIA,ICAR,VALTIERI,Simonetta,ReggioCalabria,F,Calabria,Sud
BERGAMO,L-LIN,VALTOLINA,Amelia Giuseppina,Bergamo,F,Lombardia,Nord
Cattolica del Sacro Cuore,M-PSI,VALTOLINA,Giovanni Giulio,Milano,M,Lombardia,Nord
MILANO,INF,VALTOLINA,Stefano,Milano,M,Lombardia,Nord
S. Raffaele MILANO,BIO,VALTORTA,Flavia,Milano,F,Lombardia,Nord
BOLOGNA,BIO,VALVASSORI,Luisa,Bologna,F,Emilia-Romagna,Nord
INSUBRIA,BIO,VALVASSORI,Roberto,Varese,M,Lombardia,Nord
Cattolica del Sacro Cuore,L-ANT,VALVO,Alfredo,Milano,M,Lombardia,Nord
PISA,ICAR,VALVO,Paolo,Pisa,M,Toscana,Centro
UKE - Universit’¾ Kore di ENNA,IUS,VALVO,Lucia Anna,Enna,F,Sicilia,Sicilia
MESSINA,IUS,VALZER,Amedeo,Messina,M,Sicilia,Sicilia
PARMA,AGR,VAMERALI,Teofilo,Parma,M,Emilia-Romagna,Nord
MILANO-BICOCCA,M-DEA,VANAKEN,Mauro Ivo,Milano,M,Lombardia,Nord
della CALABRIA,MAT,VANBON,Jozef Theodorus Maria,Arcavacata,M,Calabria,Sud
Ca Foscari VENEZIA,SECS-P,VANDERBORG,Jan,Venezia,M,Veneto,Nord
CAGLIARI,MAT,VANDERMEE,Cornelis Victor Maria,Cagliari,F,Sardegna,Sardegna
GENOVA,MAT,VANDERPUTTEN,Robertus,Genova,M,Liguria,Nord
MILANO,MAT,VANGEEMEN,Lambertus Nicolaas,Milano,M,Lombardia,Nord
FIRENZE,ICAR,VANRIEL,Silvio,Firenze,M,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",SECS-S,VANACORE,Amalia,Napoli,F,Campania,Sud
SALERNO,ICAR,VANACORE,Roberto,Salerno,M,Campania,Sud
Politecnico di MILANO,ING-IND,VANALI,Marcello,Milano,M,Lombardia,Nord
Politecnico di TORINO,ICAR,VANCETTI,Roberto,Torino,M,Piemonte,Nord
CATANIA,MED,VANCHERI,Carlo,Catania,M,Sicilia,Sicilia
BOLOGNA,IUS,VANDELLI,Luciano,Bologna,M,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,MED,VANDELLI,Carmen,Modena,F,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,CHIM,VANDELLI,Maria Angela,Modena,F,Emilia-Romagna,Nord
BOLOGNA,FIS,VANDINI,Mariangela,Bologna,F,Emilia-Romagna,Nord
MILANO,SECS-P,VANDONE,Daniela,Milano,F,Lombardia,Nord
CATANIA,BIO,VANELLA,Angelo,Catania,M,Sicilia,Sicilia
PADOVA,L-LIN,VANELLI,Laura,Padova,F,Veneto,Nord
PARMA,MED,VANELLI,Maurizio,Parma,M,Emilia-Romagna,Nord
BOLOGNA,ING-INF,VANELLICORALLI,Alessandro,Bologna,M,Emilia-Romagna,Nord
PISA,ING-INF,VANELLO,Nicola,Pisa,M,Toscana,Centro
PAVIA,IUS,VANETTI,Carlo Bruno,Pavia,M,Lombardia,Nord
BOLOGNA,MED,VANGELISTA,Alba,Bologna,F,Emilia-Romagna,Nord
GENOVA,SPS,VANGELISTA,Chiara,Genova,F,Liguria,Nord
PADOVA,ING-INF,VANGELISTA,Lorenzo,Padova,M,Veneto,Nord
FIRENZE,ING-IND,VANGI,Dario,Firenze,M,Toscana,Centro
della CALABRIA,L-LIN,VANHESE,Gisele,Arcavacata,F,Calabria,Sud
"ROMA \La Sapienza\\\\\""""",MED,VANIA,Andrea,Roma,M,Lazio,Centro
Politecnico di MILANO,ING-IND,VANIAE.,Andrea Tommaso,Milano,M,Lombardia,Nord
BOLOGNA,SECS-P,VANIN,Paolo,Bologna,M,Emilia-Romagna,Nord
FIRENZE,BIO,VANNACCI,Alfredo,Firenze,M,Toscana,Centro
PISA,AGR,VANNACCI,Giovanni,Pisa,M,Toscana,Centro
BARI,SECS-S,VANNELLA,Giovanni,Bari,M,Puglia,Sud
Politecnico di BARI,MAT,VANNELLA,Giuseppina,Bari,F,Puglia,Sud
FIRENZE,BIO,VANNELLI,Gabriella,Firenze,F,Toscana,Centro
MILANO-BICOCCA,INF,VANNESCHI,Leonardo,Milano,M,Lombardia,Nord
PISA,INF,VANNESCHI,Marco,Pisa,M,Toscana,Centro
CAGLIARI,BIO,VANNI,Roberta,Cagliari,F,Sardegna,Sardegna
FIRENZE,M-PSI,VANNI,Duccio,Firenze,M,Toscana,Centro
FIRENZE,BIO,VANNI,Paolo,Firenze,M,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",MED,VANNI,Luigi,Napoli,M,Campania,Sud
Politecnico di TORINO,ING-IND,VANNI,Marco,Torino,M,Piemonte,Nord
PALERMO,IUS,VANNIDISANVINCENZO,Domitilla,Palermo,F,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",L-ANT,VANNICELLI,Pietro,Roma,M,Lazio,Centro
GENOVA,ICAR,VANNICOLA,Carlo,Genova,M,Liguria,Nord
BOLOGNA,FIS,VANNINI,Gianni,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,M-PED,VANNINI,Ira,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,AGR,VANNINI,Lucia,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,AGR,VANNINI,Luigi,Bologna,M,Emilia-Romagna,Nord
FERRARA,ING-INF,VANNINI,Giorgio,Ferrara,M,Emilia-Romagna,Nord
FIRENZE,L-ANT,VANNINI,Guido,Firenze,M,Toscana,Centro
FIRENZE,BIO,VANNINI,Marco,Firenze,M,Toscana,Centro
INSUBRIA,BIO,VANNINI,Candida,Varese,F,Lombardia,Nord
PAVIA,MED,VANNINI,Vanio,Pavia,M,Lombardia,Nord
PISA,BIO,VANNINI,Claudia,Pisa,F,Toscana,Centro
"ROMA \Tor Vergata\\\\\""""",IUS,VANNINI,Silvio,Roma,M,Lazio,Centro
SASSARI,SECS-P,VANNINI,Marco Eugenio Carlo,Sassari,M,Sardegna,Sardegna
TUSCIA,AGR,VANNINI,Andrea,Viterbo,M,Lazio,Centro
TORINO,SECS-P,VANNONI,Davide,Torino,M,Piemonte,Nord
UDINE,M-PSI,VANNONI,Davide,Udine,M,Friuli-Venezia-Giulia,Nord
PISA,VET,VANNOZZI,Iacopo,Pisa,M,Toscana,Centro
"ROMA \Foro Italico\\\\\""""",ING-INF,VANNOZZI,Giuseppe,Roma,M,Lazio,Centro
SIENA,MED,VANNOZZI,Francesca,Siena,F,Toscana,Centro
UDINE,AGR,VANNOZZI,Gian Paolo,Udine,M,Friuli-Venezia-Giulia,Nord
FIRENZE,MED,VANNUCCHI,Alessandro Maria,Firenze,M,Toscana,Centro
FIRENZE,ICAR,VANNUCCHI,Giovanni,Firenze,M,Toscana,Centro
FIRENZE,BIO,VANNUCCHI,Maria,Firenze,F,Toscana,Centro
FIRENZE,GEO,VANNUCCHI,Paola,Firenze,F,Toscana,Centro
FIRENZE,MED,VANNUCCHI,Paolo,Firenze,M,Toscana,Centro
FIRENZE,SECS-S,VANNUCCI,Luigi,Firenze,M,Toscana,Centro
FIRENZE,M-PSI,VANNUCCI,Manila,Firenze,F,Toscana,Centro
GENOVA,MED,VANNUCCI,Anselmo,Genova,M,Liguria,Nord
GENOVA,GEO,VANNUCCI,Grazia Maria,Genova,F,Liguria,Nord
PARMA,ING-INF,VANNUCCI,Armando,Parma,M,Emilia-Romagna,Nord
PAVIA,GEO,VANNUCCI,Riccardo,Pavia,M,Lombardia,Nord
PISA,SPS,VANNUCCI,Alberto,Pisa,M,Toscana,Centro
PISA,SECS-S,VANNUCCI,Emanuele,Pisa,M,Toscana,Centro
SIENA,SECS-P,VANNUCCI,Stefano,Siena,M,Toscana,Centro
Stranieri di PERUGIA,L-ART,VANNUGLI,Antonio,Perugia,M,Umbria,Centro
"NAPOLI \Federico II\\\\\""""",IUS,VANO,Cristina,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",ING-IND,VANOLI,Raffaele,Napoli,M,Campania,Sud
Parthenope di NAPOLI,ING-IND,VANOLI,Laura,Napoli,F,Campania,Sud
PAVIA,MED,VANOLI,Emilio,Pavia,M,Lombardia,Nord
SANNIO di BENEVENTO,ING-IND,VANOLI,Giuseppe Peter,Benevento,M,Campania,Sud
TORINO,M-GGR,VANOLO,Alberto,Torino,M,Piemonte,Nord
Ca Foscari VENEZIA,L-LIN,VANON,Michela,Venezia,F,Veneto,Nord
Cattolica del Sacro Cuore,IUS,VANONI,Silvia,Milano,F,Lombardia,Nord
MILANO,IUS,VANONI,Luca Pietro,Milano,M,Lombardia,Nord
MILANO,BIO,VANONI,Maria Antonietta,Milano,F,Lombardia,Nord
MILANO-BICOCCA,BIO,VANONI,Marco Ercole,Milano,M,Lombardia,Nord
Universit’¾ IUAV di VENEZIA,ICAR,VANORE,Margherita,Venezia,F,Veneto,Nord
MILANO,VET,VANOSI,Graziella,Milano,F,Lombardia,Nord
MODENA e REGGIO EMILIA,CHIM,VANOSSI,Davide,Modena,M,Emilia-Romagna,Nord
PIEMONTE ORIENTALE,L-ANT,VANOTTI,Gabriella,Vercelli,F,Piemonte,Nord
PARMA,ICAR,VANTADORI,Sabrina,Parma,F,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",MAT,VANTAGGI,Barbara,Roma,F,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",IUS,VANTAGGIO,Mauro,Roma,M,Lazio,Centro
Politecnico di MILANO,SECS-S,VANTINI,Simone,Milano,M,Lombardia,Nord
VERONA,MED,VANTINI,Italo,Verona,M,Veneto,Nord
VERONA,M-GGR,VANTINI,Sandra,Verona,F,Veneto,Nord
MESSINA,BIO,VANUCCI,Silvana,Messina,F,Sicilia,Sicilia
MILANO-BICOCCA,IUS,VANZ,Maria Cristina,Milano,F,Lombardia,Nord
TORINO,IUS,VANZ,Giuseppe,Torino,M,Piemonte,Nord
PAVIA,M-FIL,VANZAGO,Luca,Pavia,M,Lombardia,Nord
MILANO,IUS,VANZETTI,Sabina Michelle,Milano,F,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",L-ANT,VANZETTI,Alessandro,Roma,M,Lazio,Centro
CAGLIARI,ING-INF,VANZI,Massimo,Cagliari,M,Sardegna,Sardegna
CHIETI-PESCARA,ICAR,VANZI,Ivo,Chieti,M,Abruzzo,Sud
FIRENZE,BIO,VANZI,Francesco,Firenze,M,Toscana,Centro
TRENTO,FIS,VANZO,Luciano,Trento,M,Trentino-Alto-Adige,Nord
MILANO-BICOCCA,M-FIL,VANZULLI,Marco,Milano,M,Lombardia,Nord
VERONA,SECS-P,VAONA,Andrea,Verona,M,Veneto,Nord
"ROMA \Tor Vergata\\\\\""""",MED,VAQUEROMARTIN,Maria Elena,Roma,F,Lazio,Centro
PERUGIA,SECS-P,VAQUEROPINEIRO,Manuel,Perugia,M,Umbria,Centro
CHIETI-PESCARA,ICAR,VARAGNOLI,Claudio,Chieti,M,Abruzzo,Sud
TORINO,L-FIL-LET,VARALDA,Paolo,Torino,M,Piemonte,Nord
GENOVA,L-ANT,VARALDO,Carlo,Genova,M,Liguria,Nord
GENOVA,MED,VARALDO,Emanuela,Genova,F,Liguria,Nord
Politecnica delle MARCHE,MED,VARALDO,Pietro Emanuele,Ancona,M,Marche,Centro
S.ANNA di PISA,SECS-P,VARALDO,Riccardo,Pisa,M,Toscana,Centro
TORINO,L-ART,VARALLO,Franca,Torino,F,Piemonte,Nord
MOLISE,IUS,VARANESE,Giovanni,Campobasso,M,Molise,Sud
BOLOGNA,MED,VARANI,Stefania,Bologna,F,Emilia-Romagna,Nord
FERRARA,CHIM,VARANI,Graziano,Ferrara,M,Emilia-Romagna,Nord
FERRARA,BIO,VARANI,Katia,Ferrara,F,Emilia-Romagna,Nord
GENOVA,M-GGR,VARANI,Nicoletta,Genova,F,Liguria,Nord
VERONA,M-STO,VARANINI,Gianmaria,Verona,M,Veneto,Nord
VERONA,AGR,VARANINI,Zeno,Verona,M,Veneto,Nord
FIRENZE,CHIM,VARANO,Flavia,Firenze,F,Toscana,Centro
FIRENZE,IUS,VARANO,Vincenzo,Firenze,M,Toscana,Centro
BARI,MED,VARCACCIOGAROFALO,Giuseppe,Bari,M,Puglia,Sud
"NAPOLI \Federico II\\\\\""""",BIO,VARCAMONTI,Mario,Napoli,M,Campania,Sud
Libera Universit’¾ di BOLZANO,L-LIN,VARCASIA,Cecilia,Bolzano,F,Trentino-Alto-Adige,Nord
"NAPOLI \Federico II\\\\\""""",FIS,VARDACI,Emanuele,Napoli,M,Campania,Sud
PADOVA,INF,VARDANEGA,Tullio,Padova,M,Veneto,Nord
TERAMO,SPS,VARDANEGA,Agnese,Teramo,F,Abruzzo,Sud
ROMA TRE,IUS,VARDI,Noah,Roma,M,Lazio,Centro
TORINO,SECS-P,VARESE,Erica,Torino,F,Piemonte,Nord
TORINO,BIO,VARESE,Giovanna Cristina,Torino,F,Piemonte,Nord
Cattolica del Sacro Cuore,IUS,VARESI,Pietro Antonio,Milano,M,Lombardia,Nord
TORINO,MED,VARETTO,Gianfranco,Torino,M,Piemonte,Nord
Suor Orsola Benincasa - NAPOLI,L-ART,VARGAS,Carmela,Napoli,F,Campania,Sud
PADOVA,MAT,VARGIOLU,Tiziano,Padova,M,Veneto,Nord
CAGLIARI,BIO,VARGIU,Romina,Cagliari,F,Sardegna,Sardegna
SASSARI,SPS,VARGIU,Andrea,Sassari,M,Sardegna,Sardegna
EUROPEA di ROMA,IUS,VARI,Filippo,Roma,M,Lazio,Centro
MILANO,IUS,VARI,Barbara,Milano,F,Lombardia,Nord
BERGAMO,SECS-P,VARIATO,Anna Maria Grazia,Bergamo,F,Lombardia,Nord
CASSINO,ING-IND,VARILONE,Pietro,Cassino,M,Lazio,Centro
Ca Foscari VENEZIA,SECS-S,VARIN,Cristiano,Venezia,M,Veneto,Nord
MILANO-BICOCCA,SECS-P,VARINI,Valerio,Milano,M,Lombardia,Nord
PADOVA,M-PED,VARISCO,Bianca Maria,Padova,F,Veneto,Nord
Politecnico di MILANO,MAT,VARISCO,Ada,Milano,F,Lombardia,Nord
TRIESTE,CHIM,VARNAVAS,Antonios,Trieste,M,Friuli-Venezia-Giulia,Nord
BOLOGNA,M-STO,VARNI,Angelo,Bologna,M,Emilia-Romagna,Nord
GENOVA,IUS,VARNIER,Giovanni Battista,Genova,M,Liguria,Nord
GENOVA,MED,VARNIER,Oliviero,Genova,M,Liguria,Nord
SIENA,M-FIL,VARNIER,Giuseppe,Siena,M,Toscana,Centro
BOLOGNA,CHIM,VAROLI,Lucilla,Bologna,F,Emilia-Romagna,Nord
MILANO,MED,VAROLI,Federico,Milano,M,Lombardia,Nord
Politecnico di MILANO,ING-INF,VAROLI,Vincenzo,Milano,M,Lombardia,Nord
Politecnico di MILANO,ICAR,VARON,Edoardo,Milano,M,Lombardia,Nord
CHIETI-PESCARA,SECS-S,VARONE,Giuseppina,Chieti,F,Abruzzo,Sud
SASSARI,VET,VARONI,Maria Vittoria,Sassari,F,Sardegna,Sardegna
BOLOGNA,MED,VAROTTI,Elisa,Bologna,F,Emilia-Romagna,Nord
PARMA,L-FIL-LET,VAROTTI,Carlo,Parma,M,Emilia-Romagna,Nord
Universit’¾ IUAV di VENEZIA,SPS,VAROTTI,Adriano,Venezia,M,Veneto,Nord
PADOVA,M-GGR,VAROTTO,Mauro,Padova,M,Veneto,Nord
PADOVA,AGR,VAROTTO,Serena,Padova,F,Veneto,Nord
FIRENZE,SECS-P,VARRA,Lucia,Firenze,F,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",CHIM,VARRA,Michela,Napoli,F,Campania,Sud
Cattolica del Sacro Cuore,IUS,VARRASO,Gianluca,Milano,M,Lombardia,Nord
FOGGIA,M-GGR,VARRASO,Isabella,Foggia,F,Puglia,Sud
L AQUILA,MED,VARRASSI,Giustino,Aquila,M,Abruzzo,Sud
Cattolica del Sacro Cuore,SECS-P,VARRI,Pierpaolo,Milano,M,Lombardia,Nord
Parthenope di NAPOLI,SECS-P,VARRIALE,Luisa,Napoli,F,Campania,Sud
Seconda Univ. NAPOLI,BIO,VARRIALE,Bruno,Napoli,M,Campania,Sud
PALERMO,GEO,VARRICA,Daniela,Palermo,F,Sicilia,Sicilia
SANNIO di BENEVENTO,VET,VARRICCHIO,Ettore,Benevento,M,Campania,Sud
"ROMA \La Sapienza\\\\\""""",FIS,VARSANO,Daniele,Roma,M,Lazio,Centro
PADOVA,SPS,VARSORI,Antonio,Padova,M,Veneto,Nord
